date,city,random_forest_pred,ridge_pred,svr_pred
2025-12-30 00:00:00+00:00,Lahore,198.91278360000027,199.8054687307066,197.07440691724142
2025-12-30 01:00:00+00:00,Lahore,198.9422250000002,199.53602275710216,196.55526837937208
2025-12-30 02:00:00+00:00,Lahore,198.6042828000002,199.97064190006094,195.81015822271823
2025-12-30 03:00:00+00:00,Lahore,198.05880650000017,200.50216418876693,194.84187173890675
2025-12-30 04:00:00+00:00,Lahore,197.70595840000016,199.88340338605025,195.969547368238
2025-12-30 05:00:00+00:00,Lahore,196.99697560000007,197.74612284878077,195.13061423333093
2025-12-30 06:00:00+00:00,Lahore,196.87636280000004,195.83968889957836,193.8134468662726
2025-12-30 07:00:00+00:00,Lahore,196.6584762,195.15795347465468,194.37738879746007
2025-12-30 08:00:00+00:00,Lahore,196.69177910000002,195.10818653105412,196.17735175555245
2025-12-30 09:00:00+00:00,Lahore,196.7005335,195.34019380024705,196.6584745325945
2025-12-30 10:00:00+00:00,Lahore,197.0740303,195.07008800736338,196.85053395913155
2025-12-30 11:00:00+00:00,Lahore,196.93152600000005,194.73965111581165,197.3274695907704
2025-12-30 12:00:00+00:00,Lahore,197.06540710000004,194.62012472166654,197.4893015617193
2025-12-30 13:00:00+00:00,Lahore,197.13065100000003,194.63948309233393,197.625182917165
2025-12-30 14:00:00+00:00,Lahore,196.94597760000005,194.57669349713427,197.4576775855308
2025-12-30 15:00:00+00:00,Lahore,196.94645830000002,194.42696996687056,197.04247239175592
2025-12-30 16:00:00+00:00,Lahore,197.01396890000004,194.0799326474347,196.38056929902106
2025-12-30 17:00:00+00:00,Lahore,197.11454570000006,193.97751284332574,195.92188326029782
2025-12-30 18:00:00+00:00,Lahore,196.97348710000009,194.25648006671386,195.90120187577594
2025-12-30 19:00:00+00:00,Lahore,196.95524620000003,194.78948544986196,195.7247170482291
2025-12-30 20:00:00+00:00,Lahore,197.06083730000003,195.36605835339017,195.16332994726278
2025-12-30 21:00:00+00:00,Lahore,197.00481819999996,196.09773681342222,194.58294372277632
2025-12-30 22:00:00+00:00,Lahore,197.20077770000003,196.92749835625023,194.23818732307961
2025-12-30 23:00:00+00:00,Lahore,197.5321599,198.14017889169713,194.10295005559703
2025-12-31 00:00:00+00:00,Lahore,197.42084210000004,198.55856716991642,196.06377256886753
2025-12-31 01:00:00+00:00,Lahore,197.50505600000005,198.51120417764085,196.13037366601458
2025-12-31 02:00:00+00:00,Lahore,197.69561950000008,198.77874654210586,196.25409065717133
2025-12-31 03:00:00+00:00,Lahore,197.75663970000005,199.24803855670186,196.8264837350953
2025-12-31 04:00:00+00:00,Lahore,197.5475954000001,199.03673754041958,196.94299176751093
2025-12-31 05:00:00+00:00,Lahore,197.53376560000004,199.18925662687204,197.9230763167647
2025-12-31 06:00:00+00:00,Lahore,197.33801120000007,199.00616802013306,197.63649019524334
2025-12-31 07:00:00+00:00,Lahore,197.17914060000004,199.0257662198664,198.74519881037548
2025-12-31 08:00:00+00:00,Lahore,197.02610750000002,199.2443774982345,199.52674786146792
2025-12-31 09:00:00+00:00,Lahore,196.97432620000004,199.2562390555328,199.49706993285642
2025-12-31 10:00:00+00:00,Lahore,197.06880490000006,198.79705234785558,199.77134463188392
2025-12-31 11:00:00+00:00,Lahore,197.08510470000004,198.33387798697447,199.32352668477972
2025-12-31 12:00:00+00:00,Lahore,196.93246360000003,198.2943674717833,199.39022817293144
2025-12-31 13:00:00+00:00,Lahore,196.93613030000003,198.44205184251,199.92079584845015
2025-12-31 14:00:00+00:00,Lahore,196.9812928,198.50839416439342,200.1707821214411
2025-12-31 15:00:00+00:00,Lahore,197.1144845,198.16322262692853,199.06956774112845
2025-12-31 16:00:00+00:00,Lahore,197.3546154,197.97268415481437,197.6320925710872
2025-12-31 17:00:00+00:00,Lahore,197.3838002,198.01661266520043,196.293096639316
2025-12-31 18:00:00+00:00,Lahore,197.4191472,197.60291647180782,193.44092369733326
2025-12-31 19:00:00+00:00,Lahore,197.4212947,197.41005971769073,191.35323234604994
2025-12-31 20:00:00+00:00,Lahore,197.3851324,197.23527065477322,189.42018565723703
2025-12-31 21:00:00+00:00,Lahore,197.3851324,197.16787608013595,188.15120816258647
2025-12-31 22:00:00+00:00,Lahore,197.47741670000002,197.22467674044222,187.51641710969818
2025-12-31 23:00:00+00:00,Lahore,197.454895,197.34777605583858,187.31574749530103
2026-01-01 00:00:00+00:00,Lahore,197.36465410000005,204.75877937882268,167.84843119053838
2026-01-01 01:00:00+00:00,Lahore,197.3118074,204.93568481498997,167.84844365275072
2026-01-01 02:00:00+00:00,Lahore,197.36628040000002,205.7632021673227,167.84845969005636
2026-01-01 03:00:00+00:00,Lahore,197.60344410000005,206.8059005386503,167.8484678145533
2026-01-01 04:00:00+00:00,Lahore,197.34645590000008,205.8906748054471,167.8484674297158
2026-01-01 05:00:00+00:00,Lahore,197.23385360000003,205.8850429684722,167.84844632162998
2026-01-01 06:00:00+00:00,Lahore,197.2043049,205.5510660301431,167.84841442885073
2026-01-01 07:00:00+00:00,Lahore,197.19607670000005,205.69236693188867,167.8484033279009
2026-01-01 08:00:00+00:00,Lahore,197.50092540000006,206.3595465783847,167.848408552828
2026-01-01 09:00:00+00:00,Lahore,197.56785520000005,207.01813788838336,167.84842607861245
2026-01-01 10:00:00+00:00,Lahore,197.59627810000006,207.0806792428854,167.848451050269
2026-01-01 11:00:00+00:00,Lahore,197.61190250000004,206.76837492331077,167.84847283957032
2026-01-01 12:00:00+00:00,Lahore,198.09497120000003,207.22358706302623,167.84849585316286
2026-01-01 13:00:00+00:00,Lahore,198.22054980000007,207.83217396081324,167.8485030404555
2026-01-01 14:00:00+00:00,Lahore,198.66036160000004,208.4520548280966,167.84849771603356
2026-01-01 15:00:00+00:00,Lahore,198.83360520000002,208.77548145157675,167.84848791203416
2026-01-01 16:00:00+00:00,Lahore,198.94550970000003,208.70793080891497,167.84848352392075
2026-01-01 17:00:00+00:00,Lahore,198.98867170000005,208.93480437197425,167.84847944496298
2026-01-01 18:00:00+00:00,Lahore,198.83445240000003,209.16079764475316,167.8484731571408
2026-01-01 19:00:00+00:00,Lahore,198.96700050000007,209.08359564776777,167.84847067965265
2026-01-01 20:00:00+00:00,Lahore,199.04467160000004,209.0927291287934,167.84846672329215
2026-01-01 21:00:00+00:00,Lahore,199.08206240000007,209.25515713514,167.84846215904972
2026-01-01 22:00:00+00:00,Lahore,198.91223880000004,209.30215378289745,167.84846169579725
2026-01-01 23:00:00+00:00,Lahore,198.62318940000006,208.89795408881503,167.84846498314283
