date,city,random_forest_pred,ridge_pred,svr_pred
2026-01-09 00:00:00+00:00,Karachi,85.45289945999997,84.9192281601044,95.11174206599024
2026-01-09 01:00:00+00:00,Karachi,85.13133930999999,83.71800229648318,93.55191762322214
2026-01-09 02:00:00+00:00,Karachi,84.53396235,82.65601781916365,92.91294574644667
2026-01-09 03:00:00+00:00,Karachi,84.88231311999998,81.87923798261843,92.9326144193075
2026-01-09 04:00:00+00:00,Karachi,85.10485321999997,81.12473980270425,93.10652026385304
2026-01-09 05:00:00+00:00,Karachi,84.90611368,80.08497637238713,95.1984955285852
2026-01-09 06:00:00+00:00,Karachi,83.99371882999999,78.92869055571462,97.6574985781609
2026-01-09 07:00:00+00:00,Karachi,83.80546379999998,78.09432131008683,98.7364791585944
2026-01-09 08:00:00+00:00,Karachi,83.78550221000002,78.05453807456483,98.45648947337327
2026-01-09 09:00:00+00:00,Karachi,83.60081543000003,78.42599648681679,97.58106491021144
2026-01-09 10:00:00+00:00,Karachi,83.78725211000001,78.80935826396586,97.00612221998503
2026-01-09 11:00:00+00:00,Karachi,83.84708130000001,78.97669974300635,97.03406581487064
2026-01-09 12:00:00+00:00,Karachi,83.91017970000001,78.93652084974497,96.72652564451758
2026-01-09 13:00:00+00:00,Karachi,84.99950279000001,78.36614365656263,93.49094885036587
2026-01-09 14:00:00+00:00,Karachi,84.60940266000001,77.42132702203115,95.32831434328025
2026-01-09 15:00:00+00:00,Karachi,84.02609935999999,75.86120926041538,99.10124577615737
2026-01-09 16:00:00+00:00,Karachi,83.39100151000001,74.32780083041902,98.1674157433928
2026-01-09 17:00:00+00:00,Karachi,82.46457107000002,72.83099019656873,95.58615779626777
2026-01-09 18:00:00+00:00,Karachi,82.21396463999997,71.45637601370672,94.52448308228901
2026-01-09 19:00:00+00:00,Karachi,81.48675856999998,70.24730367726838,94.63927307468288
2026-01-09 20:00:00+00:00,Karachi,80.25319612,69.10675129187705,94.96133306789993
2026-01-09 21:00:00+00:00,Karachi,79.99511940000001,68.06578719304119,95.27880893105413
2026-01-09 22:00:00+00:00,Karachi,80.21701637000002,67.15832857885485,95.58143025857159
2026-01-09 23:00:00+00:00,Karachi,80.09965701000002,66.34008859112372,95.83470512212143
2026-01-10 00:00:00+00:00,Karachi,79.34591576000001,67.85115085685905,92.58352010582841
2026-01-10 01:00:00+00:00,Karachi,79.12854658,67.83035435998279,91.11513786480003
2026-01-10 02:00:00+00:00,Karachi,79.34592263000002,67.91057906056186,89.84242631572621
2026-01-10 03:00:00+00:00,Karachi,79.40180252000003,68.16716832209231,89.3769164478395
2026-01-10 04:00:00+00:00,Karachi,80.59802568000003,68.36752241784693,90.24543873392835
2026-01-10 05:00:00+00:00,Karachi,80.53202480000002,68.26878984976902,93.32059048920875
2026-01-10 06:00:00+00:00,Karachi,80.05379713000004,68.0617239598399,96.25683226285378
2026-01-10 07:00:00+00:00,Karachi,79.89619639000003,67.88563347861268,97.85212383690887
2026-01-10 08:00:00+00:00,Karachi,80.05116109000002,68.07688177509185,98.00586548481282
2026-01-10 09:00:00+00:00,Karachi,80.04617327000004,68.57637716921752,97.36725983725238
2026-01-10 10:00:00+00:00,Karachi,80.3000676,69.10047857508894,97.02891310634973
